primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first,clean_title,lastfm_genre,lastfm_top_tag,duration_sec,search_artist,new_lastfm_genre
tone loc,1989,"""Wild Thing""","""tone loc""",TRUE,2,The Bicycle Music Company,1989-01-01,The Bicycle Music Company,1980,FALSE,33,1,1,TRUE,Wild Thing,Rap,80s,263.573,tone loc,Rap
bad english,1989,"""When I See You Smile""","""bad english""",TRUE,2,Epic,1989-06-15,Epic,1980,FALSE,34,1,1,TRUE,When I See You Smile,Rock,80s,257.44,bad english,Rock
neneh cherry,1989,"""Buffalo Stance""","""neneh cherry""",TRUE,1,Strut,1982-04-14,Strut,1980,FALSE,36,0,0,FALSE,Buffalo Stance,Pop,80s,342.36,neneh cherry,Pop
sheriff,1989,"""When I'm with You""","""sheriff""",TRUE,1,Capitol Records,1982-01-01,Capitol Records,1980,TRUE,37,0,0,FALSE,When I'm with You,Rock,80s,238.04,sheriff,NA
young mc,1989,"""Bust a Move""","""young mc""",TRUE,1,The Bicycle Music Company,1989-01-01,The Bicycle Music Company,1980,FALSE,42,0,0,FALSE,Bust a Move,Rap,80s,263.914,young mc,Rap
great white,1989,"""Once Bitten, Twice Shy""","""great white""",TRUE,1,[PIAS] Recordings Catalogue,1989-01-01,[PIAS] Recordings Catalogue,1980,FALSE,43,0,0,FALSE,"Once Bitten, Twice Shy",Rock,Rock,322.896,great white,Rock
michael damian,1989,"""Rock On""","""michael damian""",TRUE,1,Caption Records LLC,2009-03-31,Caption Records LLC,1980,FALSE,45,0,0,FALSE,Rock On,Pop,80s,212.348,michael damian,NA
the b-52's,1989,"""Love Shack""","""the b-52's""",TRUE,3,Rhino/Warner Records,1989,Rhino; Warner Records,1980,TRUE,47,2,1.4142135623730951,TRUE,Love Shack,Pop,80s,320.68,the b-52's,Pop
love,1989,"""So Alive""","[""love"",""rockets""]",TRUE,1,Beggars Banquet,1989-09-04,Beggars Banquet,1980,FALSE,51,0,0,FALSE,So Alive,Rock,80s,257.825,love & rockets,Rock
dino,1989,"""I Like It""","""dino""",TRUE,3,Island Records,1989-01-01,Island Records,1980,TRUE,56,2,1.4142135623730951,TRUE,I Like It,Pop,80s,307.2,dino,Pop
skid row,1989,"""18 and Life""","""skid row""",TRUE,2,BMG Rights Management (US) LLC,1989-01-24,BMG Rights Management (US) LLC,1980,FALSE,61,1,1,TRUE,18 and Life,Rock,Hard Rock,229.96,skid row,Rock
karyn white,1989,"""The Way You Love Me""","""karyn white""",TRUE,4,Warner Records,1988-01-01,Warner Records,1980,FALSE,64,3,1.7320508075688772,TRUE,The Way You Love Me,Rnb,80s,294.72,karyn white,Rnb
the cure,1989,"""Lovesong""","""the cure""",TRUE,2,Columbia,1982-04-08,Columbia,1980,TRUE,68,1,1,TRUE,Lovesong,Rock,80s,209.573,the cure,Rock
the jeff healey band,1989,"""Angel Eyes""","""the jeff healey band""",TRUE,1,Arista/Legacy,1988,Arista; Legacy,1980,TRUE,70,0,0,FALSE,Angel Eyes,Blues,Blues Rock,280.933,the jeff healey band,Blues
surface,1989,"""Shower Me With Your Love""","""surface""",TRUE,2,Legacy Recordings,1988,Legacy Recordings,1980,FALSE,75,1,1,TRUE,Shower Me With Your Love,Rnb,Quiet Storm,294.96,surface,Rnb
r.e.m.,1989,"""Stand""","""r.e.m.""",TRUE,3,Concord Records,1988-11-07,Concord Records,1980,FALSE,76,2,1.4142135623730951,TRUE,Stand,Rock,Rock,192.96,r.e.m.,Rock
lita ford,1989,"""Close My Eyes Forever""","[""lita ford"",""ozzy osbourne""]",TRUE,1,RCA Records Label,1988-02-01,RCA Records Label,1980,FALSE,77,0,0,FALSE,Close My Eyes Forever,Rock,Female Vocalists,283.133,lita ford & ozzy osbourne,Rock
when in rome,1989,"""The Promise""","""when in rome""",TRUE,1,Virgin,1988-01-01,Virgin,1980,FALSE,83,0,0,FALSE,The Promise,Pop,80s,220.96,when in rome,Pop
edie brickell,1989,"""What I Am""","[""edie brickell"",""new bohemians""]",TRUE,1,Geffen,1988-01-01,Geffen,1980,FALSE,84,0,0,FALSE,What I Am,Rock,80s,296.36,edie brickell & new bohemians,Rock
boys club,1989,"""I Remember Holding You""","""boys club""",TRUE,1,Big Black Dog Music,1989-02-14,Big Black Dog Music,1980,FALSE,85,0,0,FALSE,I Remember Holding You,Pop,80s,293.079,boys club,Pop
vanessa williams,1989,"""Dreamin'""","""vanessa williams""",TRUE,5,Polydor,1988-01-01,Polydor,1980,FALSE,89,4,2,TRUE,Dreamin',Pop,Female Vocalists,326.506,vanessa williams,Pop
babyface,1989,"""It's No Crime""","""babyface""",TRUE,6,Solar/Epic,1989-07-07,Solar; Epic,1980,FALSE,90,5,2.23606797749979,TRUE,It's No Crime,Rnb,New Jack Swing,241.493,babyface,Rnb
deon estus,1989,"""Heaven Help Me""","""deon estus""",TRUE,1,Polydor,1996-02-06,Polydor,1980,FALSE,94,0,0,FALSE,Heaven Help Me,Pop,80s,281.24,deon estus,Pop
sa-fire,1989,"""Thinking of You""","""sa-fire""",TRUE,1,GRAP Entertainment Limited,2021-07-23,GRAP Entertainment Limited,1980,FALSE,96,0,0,FALSE,Thinking of You,Pop,Female Vocalists,205.8,sa-fire,Pop
ann wilson,1989,"""Surrender to Me""","[""ann wilson"",""robin zander""]",TRUE,1,JEMP Records,1996,JEMP Records,1980,FALSE,98,0,0,FALSE,Surrender to Me,Rock,Rock,244.733,ann wilson & robin zander,Rock
soul ii soul,1989,"""Keep on Movin'""","""soul ii soul""",TRUE,2,Virgin,1989-01-01,Virgin,1980,FALSE,100,1,1,TRUE,Keep on Movin',Rnb,Soul,361.626,soul ii soul,Rnb
wilson phillips,1990,"""Hold On""","""wilson phillips""",TRUE,4,Rhino Atlantic,1966,Rhino Atlantic,1990,FALSE,1,3,1.7320508075688772,TRUE,Hold On,Pop,Pop,266.866,wilson phillips,Pop
sinéad o'connor,1990,"""Nothing Compares 2 U""","""sinéad o'connor""",TRUE,1,Chrysalis Records,1987-11-04,Chrysalis Records,1990,FALSE,3,0,0,FALSE,Nothing Compares 2 U,Pop,Female Vocalists,280.04,sinéad o'connor,Pop
bell biv devoe,1990,"""Poison""","""bell biv devoe""",TRUE,2,Geffen,1990-01-01,Geffen,1990,FALSE,4,1,1,TRUE,Poison,Rnb,New Jack Swing,261.853,bell biv devoe,Rnb
mariah carey,1990,"""Vision of Love""","""mariah carey""",TRUE,35,Columbia,1990-06-12,Columbia,1990,FALSE,6,34,5.830951894845301,TRUE,Vision of Love,Pop,Pop,209.293,mariah carey,Pop
en vogue,1990,"""Hold On""","""en vogue""",TRUE,6,Rhino/Elektra,1990-04-03,Rhino; Elektra,1990,TRUE,8,5,2.23606797749979,TRUE,Hold On,Rnb,Soul,304.466,en vogue,Rnb
jon bon jovi,1990,"""Blaze of Glory""","""jon bon jovi""",TRUE,1,Island Records,1990-01-01,Island Records,1990,TRUE,10,0,0,FALSE,Blaze of Glory,Rock,Rock,335.24,jon bon jovi,Rock
michael bolton,1990,"""How Am I Supposed to Live Without You""","""michael bolton""",TRUE,10,Columbia,1989-06-27,Columbia,1990,FALSE,12,9,3,TRUE,How Am I Supposed to Live Without You,Pop,80s,255.666,michael bolton,Pop
technotronic,1990,"""Pump Up the Jam""","""technotronic""",TRUE,3,Universal Music S.A.,1989-11-28,Universal Music S.A.,1990,FALSE,13,2,1.4142135623730951,TRUE,Pump Up the Jam,Electronic,Dance,320.306,technotronic,Electronic
maxi priest,1990,"""Close to You""","""maxi priest""",TRUE,2,Ten Records,1990-01-01,Ten Records,1990,FALSE,17,1,1,TRUE,Close to You,Reggae,Reggae,325.8,maxi priest,Reggae
alannah myles,1990,"""Black Velvet""","""alannah myles""",TRUE,1,Atlantic Records,1989-03-14,Atlantic Records,1990,FALSE,18,0,0,FALSE,Black Velvet,Rock,Rock,287.44,alannah myles,Rock
lisa stansfield,1990,"""All Around the World""","""lisa stansfield""",TRUE,1,Arista,1989,Arista,1990,TRUE,21,0,0,FALSE,All Around the World,Pop,Pop,265.76,lisa stansfield,Pop
calloway,1990,"""I Wanna Be Rich""","""calloway""",TRUE,1,UNIDISC MUSIC INC.,1989-01-01,UNIDISC MUSIC INC.,1990,FALSE,22,0,0,FALSE,I Wanna Be Rich,Pop,Pop,304.2,calloway,Pop
johnny gill,1990,"""Rub You the Right Way""","""johnny gill""",TRUE,1,Motown,1990-01-01,Motown,1990,FALSE,23,0,0,FALSE,Rub You the Right Way,Rnb,New Jack Swing,332.306,johnny gill,Rnb
sweet sensation,1990,"""If Wishes Came True""","""sweet sensation""",TRUE,1,Rhino Atlantic,1990,Rhino Atlantic,1990,FALSE,25,0,0,FALSE,If Wishes Came True,Pop,Pop,315.16,sweet sensation,Pop
snap!,1990,"""The Power""","""snap!""",TRUE,3,BMG Rights Management GmbH,1990,BMG Rights Management GmbH,1990,FALSE,26,2,1.4142135623730951,TRUE,The Power,Electronic,90s,227.03,snap!,Electronic
nelson,1990,"""(Can't Live Without Your) Love and Affection""","""nelson""",TRUE,2,Studio One,1965,Studio One,1990,FALSE,27,1,1,TRUE,(Can't Live Without Your) Love and Affection,Rock,Rock,236.435,nelson,Rock
jane child,1990,"""Don't Wanna Fall in Love""","""jane child""",TRUE,1,Rhino/Warner Records,1989,Rhino; Warner Records,1990,TRUE,29,0,0,FALSE,Don't Wanna Fall in Love,Pop,Pop,247.84,jane child,Pop
seduction,1990,"""Two to Make It Right""","""seduction""",TRUE,1,Unidisc,1987-01-01,Unidisc,1990,FALSE,30,0,0,FALSE,Two to Make It Right,Pop,80s,282.266,seduction,Pop
linear,1990,"""Sending All My Love""","""linear""",TRUE,1,Rhino/Warner Records,1978,Rhino; Warner Records,1990,TRUE,31,0,0,FALSE,Sending All My Love,Pop,Freestyle,234.066,linear,Pop
tommy page,1990,"""I'll Be Your Everything""","""tommy page""",TRUE,1,Rhino/Warner Records,1990,Rhino; Warner Records,1990,TRUE,39,0,0,FALSE,I'll Be Your Everything,Pop,Pop,244.84,tommy page,Pop
luther vandross,1990,"""Here and Now""","""luther vandross""",TRUE,4,Epic,1989,Epic,1990,FALSE,43,3,1.7320508075688772,TRUE,Here and Now,Rnb,Soul,323,luther vandross,Rnb
vanilla ice,1990,"""Ice Ice Baby""","""vanilla ice""",TRUE,2,SBK/EMI RECORDS,1990-01-01,SBK; EMI RECORDS,1990,TRUE,45,1,1,TRUE,Ice Ice Baby,Rap,90s,254.466,vanilla ice,Rap
mc hammer,1990,"""Have You Seen Her""","""mc hammer""",TRUE,2,Rhino,1980,Rhino,1990,TRUE,47,1,1,TRUE,Have You Seen Her,Rap,90s,282.8,mc hammer,Rap
michel'le,1990,"""No More Lies""","""michel'le""",TRUE,1,Rhino Atlantic,1970,Rhino Atlantic,1990,FALSE,50,0,0,FALSE,No More Lies,Rnb,Rnb,225.84,michel'le,Rnb
after 7,1990,"""Ready or Not""","""after 7""",TRUE,3,Virgin Catalog,1989,Virgin Catalog,1990,FALSE,54,2,1.4142135623730951,TRUE,Ready or Not,Rnb,Slow Jams,274.36,after 7,Rnb
digital underground,1990,"""The Humpty Dance""","""digital underground""",TRUE,1,"Tommy Boy Music, LLC",1990-03-26,"Tommy Boy Music, LLC",1990,FALSE,62,0,0,FALSE,The Humpty Dance,Rap,Hip-Hop,391.693,digital underground,Rap
tom petty,1990,"""Free Fallin'""","""tom petty""",TRUE,2,Tom Petty P&D,1989-01-01,Tom Petty P&D,1990,FALSE,64,1,1,TRUE,Free Fallin',Rock,Classic Rock,256,tom petty,Rock
depeche mode,1990,"""Enjoy the Silence""","""depeche mode""",TRUE,1,Venusnote Ltd.,1990-03-19,Venusnote Ltd.,1990,FALSE,66,0,0,FALSE,Enjoy the Silence,Electronic,80s,257.63,depeche mode,Electronic
tesla,1990,"""Love Song""","""tesla""",TRUE,2,Geffen,1989-01-01,Geffen,1990,FALSE,67,1,1,TRUE,Love Song,Rock,Hard Rock,323.36,tesla,Rock
tyler collins,1990,"""Girls Nite Out""","""tyler collins""",TRUE,1,Frank Zappa Catalog,1978-03-03,Frank Zappa Catalog,1990,FALSE,69,0,0,FALSE,Girls Nite Out,Unknown,90s,237.467,tyler collins,NA
go west,1990,"""King of Wishful Thinking""","""go west""",TRUE,2,Chrysalis Records,1992-11-14,Chrysalis Records,1990,FALSE,70,1,1,TRUE,King of Wishful Thinking,Pop,80s,241.76,go west,Pop
faith no more,1990,"""Epic""","""faith no more""",TRUE,1,London Records,1989,London Records,1990,FALSE,75,0,0,FALSE,Epic,Rock,Rock,293.653,faith no more,Rock
black box,1990,"""Everybody Everybody""","""black box""",TRUE,2,Columbia/Legacy,1988-02-02,Columbia; Legacy,1990,TRUE,81,1,1,TRUE,Everybody Everybody,Pop,House,247.001,black box,NA
d mob,1990,"""C'mon and Get My Love""","[""d mob"",""cathy dennis""]",TRUE,1,London Music Stream,1989-02-10,London Music Stream,1990,FALSE,85,0,0,FALSE,C'mon and Get My Love,Pop,Pop,232.706,d mob & cathy dennis,Pop
the cover girls,1990,"""We Can't Go Wrong""","""the cover girls""",TRUE,2,Capitol Records,1989-01-01,Capitol Records,1990,FALSE,87,1,1,TRUE,We Can't Go Wrong,Pop,Freestyle,316.626,the cover girls,Pop
biz markie,1990,"""Just a Friend""","""biz markie""",TRUE,1,Rhino,1994-08-07,Rhino,1990,TRUE,94,0,0,FALSE,Just a Friend,Rap,Hip-Hop,238.266,biz markie,Rap
a'me lorain,1990,"""Whole Wide World""","""a'me lorain""",TRUE,1,Stiff Records,1978-06-01,Stiff Records,1990,FALSE,95,0,0,FALSE,Whole Wide World,Pop,Dance,229.851,a'me lorain,NA
mötley crüe,1990,"""Without You""","""mötley crüe""",TRUE,1,BMG Rights Management (US) LLC,1987-05-15,BMG Rights Management (US) LLC,1990,FALSE,96,0,0,FALSE,Without You,Rock,Hard Rock,268.853,mötley crüe,Rock
jive bunny and the mastermixers,1990,"""Swing the Mood""","""jive bunny and the mastermixers""",TRUE,1,Polar Music International AB,1976,Polar Music International AB,1990,FALSE,97,0,0,FALSE,Swing the Mood,Pop,Jive,259.573,jive bunny and the mastermixers,NA
mellow man ace,1990,"""Mentirosa""","""mellow man ace""",TRUE,1,Capitol Records,1989-01-01,Capitol Records,1990,FALSE,99,0,0,FALSE,Mentirosa,Pop,90s,258.533,mellow man ace,Pop
kyper,1990,"""Tic-Tac-Toe""","""kyper""",TRUE,1,Tip Top Records,2011-10-11,Tip Top Records,1990,FALSE,100,0,0,FALSE,Tic-Tac-Toe,Unknown,NA,383.426,kyper,NA
color me badd,1991,"""I Wanna Sex You Up""","""color me badd""",TRUE,6,Giant,1991-03-05,Giant,1990,FALSE,2,5,2.23606797749979,TRUE,I Wanna Sex You Up,Rnb,90s,236.946,color me badd,Rnb
c+c music factory,1991,"""Gonna Make You Sweat (Everybody Dance Now)""","""c+c music factory""",TRUE,3,Columbia/Legacy,1990,Columbia; Legacy,1990,TRUE,3,2,1.4142135623730951,TRUE,Gonna Make You Sweat (Everybody Dance Now),Pop,Dance,244.093,c+c music factory,Pop
timmy t,1991,"""One More Try""","""timmy t""",TRUE,1,Quality,1990-03-15,Quality,1990,FALSE,5,0,0,FALSE,One More Try,Pop,Pop,209.426,timmy t,Pop
emf,1991,"""Unbelievable""","""emf""",TRUE,1,Believe,1991-05-07,Believe,1990,FALSE,6,0,0,FALSE,Unbelievable,Pop,90s,209.813,emf,Pop
extreme,1991,"""More Than Words""","""extreme""",TRUE,2,Soundings of the Planet,1989,Soundings of the Planet,1990,FALSE,7,1,1,TRUE,More Than Words,Rock,Acoustic,334.106,extreme,Rock
hi-five,1991,"""I Like the Way (The Kissing Game)""","""hi-five""",TRUE,3,Rhino,1980,Rhino,1990,TRUE,8,2,1.4142135623730951,TRUE,I Like the Way (The Kissing Game),Rnb,Rnb,348.773,hi-five,Rnb
amy grant,1991,"""Baby Baby""","""amy grant""",TRUE,5,Amy Grant (AGG),1991,Amy Grant (AGG),1990,FALSE,10,4,2,TRUE,Baby Baby,Pop,Pop,236.973,amy grant,Pop
boyz ii men,1991,"""Motownphilly""","""boyz ii men""",TRUE,13,Qwest Records IGA,1991-01-01,Qwest Records IGA,1990,FALSE,11,12,3.4641016151377544,TRUE,Motownphilly,Rnb,New Jack Swing,235.226,boyz ii men,Rnb
stevie b,1991,"""Because I Love You (The Postman Song)""","""stevie b""",TRUE,2,Perpetual,2014-02-04,Perpetual,1990,FALSE,12,1,1,TRUE,Because I Love You (The Postman Song),Pop,90s,306.828,stevie b,Pop
damn yankees,1991,"""High Enough""","""damn yankees""",TRUE,1,Rhino/Warner Records,1990,Rhino; Warner Records,1990,TRUE,14,0,0,FALSE,High Enough,Rock,Rock,287.32,damn yankees,Rock
jesus jones,1991,"""Right Here, Right Now""","""jesus jones""",TRUE,2,RT Industries,1991-01-28,RT Industries,1990,FALSE,17,1,1,TRUE,"Right Here, Right Now",Rock,90s,189.293,jesus jones,Rock
marky mark and the funky bunch,1991,"""Good Vibrations""","[""marky mark and the funky bunch"",""loleatta holloway""]",TRUE,2,Interscope,1991,Interscope,1990,FALSE,20,1,1,TRUE,Good Vibrations,Pop,90s,269.306,marky mark and the funky bunch & loleatta holloway,Pop
tara kemp,1991,"""Hold You Tight""","""tara kemp""",TRUE,2,Rhino/Warner Records,1991,Rhino; Warner Records,1990,TRUE,25,1,1,TRUE,Hold You Tight,Pop,Pop,284.344,tara kemp,Pop
ralph tresvant,1991,"""Sensitivity""","""ralph tresvant""",TRUE,1,Blue Note Records,1951,Blue Note Records,1990,FALSE,29,0,0,FALSE,Sensitivity,Rnb,New Jack Swing,281.333,ralph tresvant,Rnb
cathy dennis,1991,"""Touch Me (All Night Long)""","""cathy dennis""",TRUE,3,UMC (Universal Music Catalogue),1990-08-14,UMC (Universal Music Catalogue),1990,FALSE,30,2,1.4142135623730951,TRUE,Touch Me (All Night Long),Pop,Dance,249.52,cathy dennis,Pop
londonbeat,1991,"""I've Been Thinking About You""","""londonbeat""",TRUE,1,Geffen,1990-01-01,Geffen,1990,FALSE,31,0,0,FALSE,I've Been Thinking About You,Pop,90s,317.933,londonbeat,Pop
natural selection,1991,"""Do Anything""","""natural selection""",TRUE,1,Rhino Atlantic,1991-11-01,Rhino Atlantic,1990,FALSE,32,0,0,FALSE,Do Anything,Pop,Pop,237.373,natural selection,Pop
lenny kravitz,1991,"""It Ain't Over 'til It's Over""","""lenny kravitz""",TRUE,3,Virgin Records,1991-04-02,Virgin Records,1990,FALSE,35,2,1.4142135623730951,TRUE,It Ain't Over 'til It's Over,Rock,Rock,242.64,lenny kravitz,Rock
celine dion,1991,"""Where Does My Heart Beat Now""","""celine dion""",TRUE,11,Columbia,1990-04-02,Columbia,1990,FALSE,37,10,3.1622776601683795,TRUE,Where Does My Heart Beat Now,Pop,Pop,272.866,celine dion,Pop
dj jazzy jeff,1991,"""Summertime""","[""dj jazzy jeff"",""the fresh prince""]",TRUE,2,Jive,1991-07-09,Jive,1990,FALSE,38,1,1,TRUE,Summertime,Rap,90s,270.973,dj jazzy jeff & the fresh prince,Rap
scorpions,1991,"""Wind of Change""","""scorpions""",TRUE,1,Island Mercury,1980-03-31,Island Mercury,1990,FALSE,39,0,0,FALSE,Wind of Change,Rock,Classic Rock,312.36,scorpions,Rock
rythm syndicate,1991,"""P.A.S.S.I.O.N.""","""rythm syndicate""",TRUE,1,Hieroglyphics Imperium,2000,Hieroglyphics Imperium,1990,FALSE,40,0,0,FALSE,P.A.S.S.I.O.N.,Unknown,American,216.197,rythm syndicate,NA
firehouse,1991,"""Love of a Lifetime""","""firehouse""",TRUE,3,SST Records,1987-11-04,SST Records,1990,FALSE,43,2,1.4142135623730951,TRUE,Love of a Lifetime,Rock,Power Ballad,285.937,firehouse,Rock
tracie spencer,1991,"""This House""","""tracie spencer""",TRUE,1,Capitol Records,1990-01-01,Capitol Records,1990,FALSE,45,0,0,FALSE,This House,Rnb,Dance,306.533,tracie spencer,Rnb
divinyls,1991,"""I Touch Myself""","""divinyls""",TRUE,1,Virgin Records,1991-01-01,Virgin Records,1990,FALSE,52,0,0,FALSE,I Touch Myself,Pop,Pop,227.64,divinyls,Pop
dna,1991,"""Tom's Diner""","[""dna"",""suzanne vega""]",TRUE,1,A&M,1991-01-01,A&M,1990,TRUE,53,0,0,FALSE,Tom's Diner,Pop,Female Vocalists,228.306,dna & suzanne vega,Pop
another bad creation,1991,"""Iesha""","""another bad creation""",TRUE,1,UNI/MOTOWN,1991-02-11,UNI; MOTOWN,1990,FALSE,54,0,0,FALSE,Iesha,Rap,90s,261.906,another bad creation,Rap
bonnie raitt,1991,"""Something to Talk About""","""bonnie raitt""",TRUE,3,Capitol Records,1991-01-01,Capitol Records,1990,FALSE,55,2,1.4142135623730951,TRUE,Something to Talk About,Blues,Female Vocalists,227.573,bonnie raitt,Blues
corina,1991,"""Temptation""","""corina""",TRUE,1,Rhino Atlantic,2005-02-08,Rhino Atlantic,1990,FALSE,58,0,0,FALSE,Temptation,Pop,Freestyle,241.533,corina,NA
the klf,1991,"""3 a.m. Eternal""","""the klf""",TRUE,2,OBM Label Group,2012-10-16,OBM Label Group,1990,FALSE,61,1,1,TRUE,3 a.m. Eternal,Electronic,Dance,200.072,the klf,Electronic
enigma,1991,"""Sadeness (Part I)""","""enigma""",TRUE,2,Virgin,1990-01-01,Virgin,1990,FALSE,63,1,1,TRUE,Sadeness (Part I),New Age,New Age,260.4,enigma,New Age
ll cool j,1991,"""Around the Way Girl""","""ll cool j""",TRUE,7,Mercury Records,1985-11-18,Mercury Records,1990,FALSE,64,6,2.449489742783178,TRUE,Around the Way Girl,Rap,Hip-Hop,248.493,ll cool j,Rap
prince and the new power generation,1991,"""Cream""","""prince and the new power generation""",TRUE,3,Legacy Recordings,1991-10-01,Legacy Recordings,1990,FALSE,66,2,1.4142135623730951,TRUE,Cream,Rock,Rock,253.066,prince and the new power generation,Rock
heavy d,1991,"""Now That We Found Love""","[""heavy d"",""the boyz""]",TRUE,3,Geffen*,1991,Geffen*,1990,FALSE,67,2,1.4142135623730951,TRUE,Now That We Found Love,Pop,90s,258.2,heavy d & the boyz,NA
seal,1991,"""Crazy""","""seal""",TRUE,5,Rhino/Warner Records,1991-05-24,Rhino; Warner Records,1990,TRUE,75,4,2,TRUE,Crazy,Pop,Pop,356.346,seal,Pop
michael w. smith,1991,"""Place in this World""","""michael w. smith""",TRUE,1,Star Song Music (STR),1985-01-01,Star Song Music (STR),1990,FALSE,77,0,0,FALSE,Place in this World,Pop,Christian,193.919,michael w. smith,Pop
chris isaak,1991,"""Wicked Game""","""chris isaak""",TRUE,1,Chris Isaak,1989-06-13,Chris Isaak,1990,FALSE,79,0,0,FALSE,Wicked Game,Rock,80s,289.066,chris isaak,Rock
oleta adams,1991,"""Get Here""","""oleta adams""",TRUE,1,Island Mercury,1990-01-01,Island Mercury,1990,FALSE,80,0,0,FALSE,Get Here,Pop,Soul,276.733,oleta adams,Pop
tevin campbell,1991,"""Round and Round""","""tevin campbell""",TRUE,5,Rhino/Warner Records,1990,Rhino; Warner Records,1990,TRUE,81,4,2,TRUE,Round and Round,Pop,Soul,293.053,tevin campbell,Pop
queensrÿche,1991,"""Silent Lucidity""","""queensrÿche""",TRUE,1,Capitol Records,1988,Capitol Records,1990,FALSE,82,0,0,FALSE,Silent Lucidity,Rock,Progressive Metal,347.76,queensrÿche,Rock
aaron neville,1991,"""Everybody Plays the Fool""","""aaron neville""",TRUE,1,A&M,1991-01-01,A&M,1990,TRUE,86,0,0,FALSE,Everybody Plays the Fool,Pop,Soul,266.106,aaron neville,Pop
gerardo,1991,"""Rico Suave""","""gerardo""",TRUE,1,Interscope,1991-01-01,Interscope,1990,FALSE,89,0,0,FALSE,Rico Suave,Latin,80s,291.666,gerardo,Latin
deee-lite,1991,"""Groove Is in the Heart""","""deee-lite""",TRUE,1,Rhino/Elektra,1990,Rhino; Elektra,1990,TRUE,91,0,0,FALSE,Groove Is in the Heart,Pop,Dance,231.786,deee-lite,Pop
chesney hawkes,1991,"""The One and Only""","""chesney hawkes""",TRUE,1,Chrysalis Records,1991-04-13,Chrysalis Records,1990,FALSE,93,0,0,FALSE,The One and Only,Pop,Pop,223.666,chesney hawkes,Pop
naughty by nature,1991,"""O.P.P.""","""naughty by nature""",TRUE,4,"Tommy Boy Music, LLC",1991-09-03,"Tommy Boy Music, LLC",1990,FALSE,94,3,1.7320508075688772,TRUE,O.P.P.,Rap,Hip-Hop,271.066,naughty by nature,Rap
winger,1991,"""Miles Away""","""winger""",TRUE,1,BMG Rights Management (US) LLC,1990-07-24,BMG Rights Management (US) LLC,1990,FALSE,97,0,0,FALSE,Miles Away,Rock,Power Ballad,255.333,winger,Rock
salt-n-pepa,1991,"""Do You Want Me""","""salt-n-pepa""",TRUE,3,Mercury Records,1993-10-12,Mercury Records,1990,FALSE,98,2,1.4142135623730951,TRUE,Do You Want Me,Rap,90s,229.509,salt-n-pepa,Rap
sir mix-a-lot,1992,"""Baby Got Back""","""sir mix-a-lot""",TRUE,1,American Recordings Catalog P&D,1992-01-01,American Recordings Catalog P&D,1990,FALSE,2,0,0,FALSE,Baby Got Back,Rap,Rap,262.826,sir mix-a-lot,Rap
kris kross,1992,"""Jump""","""kris kross""",TRUE,4,The Bicycle Music Company,1989-01-01,The Bicycle Music Company,1990,FALSE,3,3,1.7320508075688772,TRUE,Jump,Rap,90s,195.106,kris kross,Rap
tlc,1992,"""Baby-Baby-Baby""","""tlc""",TRUE,10,Epic,1982-11-30,Epic,1990,FALSE,5,9,3,TRUE,Baby-Baby-Baby,Rnb,Rnb,315.04,tlc,Rnb
red hot chili peppers,1992,"""Under the Bridge""","""red hot chili peppers""",TRUE,5,Warner Records,1991-09-24,Warner Records,1990,FALSE,8,4,2,TRUE,Under the Bridge,Rock,Rock,264.306,red hot chili peppers,Rock
jon secada,1992,"""Just Another Day""","""jon secada""",TRUE,4,SBK/EMI RECORDS,1992-01-01,SBK; EMI RECORDS,1990,TRUE,10,3,1.7320508075688772,TRUE,Just Another Day,Pop,Pop,327.426,jon secada,Pop
shanice,1992,"""I Love Your Smile""","""shanice""",TRUE,2,UNI/MOTOWN,1991-11-19,UNI; MOTOWN,1990,FALSE,11,1,1,TRUE,I Love Your Smile,Rnb,Rnb,257.973,shanice,Rnb
mr. big,1992,"""To Be with You""","""mr. big""",TRUE,2,evoxs,1991,evoxs,1990,FALSE,12,1,1,TRUE,To Be with You,Rock,Rock,208.08,mr. big,Rock
right said fred,1992,"""I'm Too Sexy""","""right said fred""",TRUE,1,Virgin Records,1992-07-11,Virgin Records,1990,FALSE,13,0,0,FALSE,I'm Too Sexy,Pop,90s,170.466,right said fred,Pop
billy ray cyrus,1992,"""Achy Breaky Heart""","""billy ray cyrus""",TRUE,1,Mercury Nashville,1992,Mercury Nashville,1990,FALSE,15,0,0,FALSE,Achy Breaky Heart,Country,Country,203.373,billy ray cyrus,Country
tom cochrane,1992,"""Life Is a Highway""","""tom cochrane""",TRUE,1,Universal Music Canada,1991-09-19,Universal Music Canada,1990,FALSE,18,0,0,FALSE,Life Is a Highway,Rock,Rock,266.08,tom cochrane,Rock
cece peniston,1992,"""Finally""","""cece peniston""",TRUE,3,A&M,1992-01-01,A&M,1990,TRUE,20,2,1.4142135623730951,TRUE,Finally,Pop,Dance,245,cece peniston,Pop
patty smyth,1992,"""Sometimes Love Just Ain't Enough""","[""patty smyth"",""don henley""]",TRUE,1,A&M,1979-01-01,A&M,1990,TRUE,22,0,0,FALSE,Sometimes Love Just Ain't Enough,Rock,Rock,267.6,patty smyth & don henley,Rock
