primary_artist,Year,Title,record_label,album_year,decade,is_major_label,reappears_after_first
blackstreet,1997,"""No Diggity""",X-Ray Records,1996,1990,FALSE,TRUE
rome,1997,"""I Belong to You (Every Time I See Your Face)""",RCA Records Label,1997,1990,FALSE,FALSE
the notorious b.i.g.,1997,"""Hypnotize""",RCA Records Label,1995,1990,FALSE,TRUE
babyface,1997,"""Every Time I Close My Eyes""",Epic,1996-10-29,1990,FALSE,TRUE
dru hill,1997,"""In My Bed""",Island Records,1996-11-19,1990,TRUE,TRUE
spice girls,1997,"""Say You'll Be There""",Virgin Records,1996-01-01,1990,FALSE,TRUE
robyn,1997,"""Do You Know (What It Takes)""",RCA Records Label,1995-10-13,1990,FALSE,TRUE
boyz ii men,1997,"""4 Seasons of Loneliness""",Unidisc,1987-01-01,1990,FALSE,TRUE
changing faces,1997,"""G.H.E.T.T.O.U.T.""",Big Beat Records,1997-05-30,1990,FALSE,TRUE
mariah carey,1997,"""Honey""",Columbia/Legacy,1997-08-26,1990,TRUE,TRUE
whitney houston,1997,"""I Believe in You and Me""",Arista,1992-11-17,1990,TRUE,TRUE
freak nasty,1997,"""Da' Dip""",Elektra Records,1993-11-16,1990,FALSE,FALSE
spice girls,1997,"""2 Become 1""",Virgin Records,1996-01-01,1990,FALSE,TRUE
sister hazel,1997,"""All for You""",Universal Records,1997-01-01,1990,FALSE,TRUE
112,1997,"""Cupid""",Rhino Atlantic,1996,1990,FALSE,TRUE
paula cole,1997,"""Where Have All the Cowboys Gone?""",Virgin Records,1988-01-01,1990,FALSE,TRUE
shawn colvin,1997,"""Sunny Came Home""",Columbia,1996-09-30,1990,FALSE,FALSE
tim mcgraw,1997,"""It's Your Love""",Curb Records,1997-06-03,1990,FALSE,TRUE
gina g,1997,"""Ooh Aah... Just a Little Bit""",Rhino/Warner Records,1996-01-01,1990,TRUE,FALSE
merril bainbridge,1997,"""Mouth""",Sony Music Entertainment,1994-10-24,1990,TRUE,TRUE
allure,1997,"""All Cried Out""",Epic/Legacy,1997-02-01,1990,TRUE,TRUE
new edition,1997,"""I'm Still in Love with You""",Geffen*,1996-01-01,1990,FALSE,TRUE
98 degrees,1997,"""Invisible Man""",Elektra Records,1995-02-21,1990,FALSE,TRUE
lil' kim,1997,"""Not Tonight""",Rhino Atlantic,1996,1990,FALSE,TRUE
bone thugs-n-harmony,1997,"""Look into My Eyes""",Ruthless Records,1997,1990,FALSE,TRUE
702,1997,"""Get It Together""",Qwest Records IGA,1991-01-01,1990,FALSE,TRUE
celine dion,1997,"""All by Myself""",Columbia,1996-03-11,1990,FALSE,TRUE
celine dion,1997,"""It's All Coming Back to Me Now""",Columbia,1996-03-11,1990,FALSE,TRUE
somethin' for the people,1997,"""My Love Is the Shhh!""",Warner Records,1997-09-12,1990,FALSE,TRUE
no mercy,1997,"""Where Do You Go""",MCI,1996-10-05,1990,FALSE,TRUE
barbra streisand,1997,"""I Finally Found Someone""",Columbia,1996-10-15,1990,FALSE,TRUE
foxy brown,1997,"""I'll Be""",RAL (Rush Associated Label),1996-01-01,1990,FALSE,FALSE
sheryl crow,1997,"""If It Makes You Happy""",A&M,1993-08-03,1990,TRUE,TRUE
dru hill,1997,"""Never Make a Promise""",Island Records,1996-11-19,1990,TRUE,TRUE
journey,1997,"""When You Love a Woman""",Columbia/Legacy,1988-11-29,1990,TRUE,TRUE
magoo,1997,"""Up Jumps da Boogie""",Blackground Records,1997-11-11,1990,FALSE,FALSE
toni braxton,1997,"""I Don't Want To"" / ""I Love Me Some Him""",Qwest Records IGA,1991-01-01,1990,FALSE,TRUE
sheryl crow,1997,"""Everyday Is a Winding Road""",A&M,1993-08-03,1990,TRUE,TRUE
mc lyte,1997,"""Cold Rock a Party""",Rhino/Elektra,1996,1990,TRUE,TRUE
ginuwine,1997,"""Pony""",550 Music - Epic,1996-10-08,1990,FALSE,TRUE
sarah mclachlan,1997,"""Building a Mystery""",Arista,1997-09-01,1990,TRUE,TRUE
donna lewis,1997,"""I Love You Always Forever""",Atlantic Records,1996-04-16,1990,FALSE,TRUE
white town,1997,"""Your Woman""",Echo,1997-02-24,1990,FALSE,FALSE
coolio,1997,"""C U When U Get There""","Tommy Boy Music, LLC",1997-08-26,1990,FALSE,TRUE
eric clapton,1997,"""Change the World""",Bushbranch / Surfdog Records,1986-11-24,1990,FALSE,TRUE
b-rock and the bizz,1997,"""My Baby Daddy""",Go Legal Enterprise,2019-05-31,1990,FALSE,FALSE
chumbawamba,1997,"""Tubthumping""",EMI,1997-09-01,1990,FALSE,TRUE
r. kelly,1997,"""Gotham City""",Stingray Music,2012-04-04,1990,FALSE,TRUE
az yet,1997,"""Last Night""",Arista/LaFace Records,1996-10-27,1990,TRUE,TRUE
various artists,1997,"""ESPN Presents The Jock Jam""",Warlock Records,1988,1990,FALSE,FALSE
heavy d,1997,"""Big Daddy""",Jive/Legacy,1988-04-12,1990,TRUE,TRUE
total,1997,"""What About Us""",Bad Boy Records,1998-10-27,1990,FALSE,TRUE
scarface,1997,"""Smile""",Rap-A-Lot Records,1997,1990,FALSE,FALSE
montell jordan,1997,"""What's on Tonight""",RAL (Rush Associated Label),1995-01-01,1990,FALSE,TRUE
bruce springsteen,1997,"""Secret Garden""",Universal Music AS,1995-01-01,1990,FALSE,TRUE
aaliyah,1997,"""The One I Gave My Heart To""",Blackground Records,1996-08-13,1990,FALSE,TRUE
seal,1997,"""Fly Like an Eagle""",CAPITOL CATALOG MKT (C92),1976-01-01,1990,FALSE,TRUE
lil' kim,1997,"""No Time""",Rhino Atlantic,1996,1990,FALSE,TRUE
luscious jackson,1997,"""Naked Eye""",Capitol Records,1996-01-01,1990,FALSE,FALSE
los del río,1997,"""Macarena (Bayside Boys Mix)""",RCA Records Label,1996-04-29,1990,FALSE,TRUE
erykah badu,1997,"""On & On""",Universal Records,1997-01-01,1990,FALSE,TRUE
joe,1997,"""Don't Wanna Be a Player""",Jive,1997-09-23,1990,FALSE,TRUE
warren g,1997,"""I Shot the Sheriff""",Universal-Island Records Ltd.,1973-10-19,1990,FALSE,TRUE
brian mcknight,1997,"""You Should Be Mine (Don't Waste Your Time)""",Motown,1997-01-01,1990,FALSE,TRUE
madonna,1997,"""Don't Cry for Me Argentina""",Modal Production Group Ltd,1996,1990,FALSE,TRUE
swv,1997,"""Someone""",Motown,1990-01-01,1990,FALSE,TRUE
michael bolton,1997,"""Go the Distance""",Columbia,1997-11-04,1990,FALSE,TRUE
real mccoy,1997,"""One More Time""",Hansa Local,1997-03-16,1990,FALSE,TRUE
next,1997,"""Butta Love""",Geffen*,1989-01-01,1990,FALSE,TRUE
mr. president,1997,"""Coco Jamboo""",MACC Media Accounting GmbH,1996-03-29,1990,FALSE,FALSE
keith sweat,1997,"""Twisted""",Rhino/Elektra,1996,1990,TRUE,TRUE
aqua,1997,"""Barbie Girl""",Universal Music A/S,1997-01-01,1990,FALSE,FALSE
the cranberries,1997,"""When You're Gone"" / ""Free to Decide""",Island Records,1993-03-01,1990,TRUE,TRUE
dj kool,1997,"""Let Me Clear My Throat""",American Recordings Catalog P&D,1996-01-01,1990,FALSE,FALSE
the blackout all-stars,1997,"""I Like It""",UNI/MOTOWN,1982-04-28,1990,FALSE,FALSE
toni braxton,1997,"""You're Makin' Me High"" / ""Let It Flow""",Island Mercury,1993-01-01,1990,FALSE,TRUE
madonna,1997,"""You Must Love Me""",Hansa Local,1989,1990,FALSE,TRUE
ray j,1997,"""Let It Go""",EastWest America,1996-09-24,1990,FALSE,TRUE
next,1998,"""Too Close""",Arista,1997-09-30,1990,TRUE,TRUE
brandy,1998,"""The Boy Is Mine""",Atlantic Records,1998-05-29,1990,FALSE,TRUE
shania twain,1998,"""You're Still the One""",Mercury Nashville,1997,1990,FALSE,TRUE
savage garden,1998,"""Truly Madly Deeply""",Sony Music Entertainment,1997,1990,TRUE,TRUE
leann rimes,1998,"""How Do I Live""",Curb Records,1997-09-09,1990,FALSE,TRUE
janet,1998,"""Together Again""",A&M,1989-09-19,1990,TRUE,FALSE
k-ci,1998,"""All My Life""",Geffen*,1997-01-01,1990,FALSE,TRUE
elton john,1998,"""Candle in the Wind 1997"" / ""Something About the Way You Look Tonight""",EMI,1974-06-28,1990,FALSE,TRUE
usher,1998,"""Nice & Slow""",Rhino/Elektra,1996,1990,TRUE,TRUE
paula cole,1998,"""I Don't Want to Wait""",Rhino/Warner Records,1996,1990,TRUE,TRUE
third eye blind,1998,"""How's It Going to Be""",Rhino/Elektra,1997-04-08,1990,TRUE,TRUE
destiny's child,1998,"""No, No, No""",Columbia,1998-02-17,1990,FALSE,TRUE
celine dion,1998,"""My Heart Will Go On""",Masterworks,1997,1990,FALSE,TRUE
will smith,1998,"""Gettin' Jiggy wit It""",Columbia,1997-10-03,1990,FALSE,TRUE
usher,1998,"""You Make Me Wanna...""",Arista/LaFace Records,1997-09-16,1990,TRUE,TRUE
usher,1998,"""My Way""",Arista/LaFace Records,1997-09-16,1990,TRUE,TRUE
mariah carey,1998,"""My All""",Columbia,1990-06-12,1990,FALSE,TRUE
monica,1998,"""The First Night""",Arista/Legacy,1998-07-07,1990,TRUE,TRUE
puff daddy,1998,"""Been Around the World""",Bad Boy Records,1997,1990,FALSE,TRUE
sarah mclachlan,1998,"""Adia""",Arista,1997-09-01,1990,TRUE,TRUE
jennifer paige,1998,"""Crush""",Hollywood Records,1998-01-01,1990,FALSE,FALSE
backstreet boys,1998,"""Everybody (Backstreet's Back)""",Jive,1996,1990,FALSE,TRUE
aerosmith,1998,"""I Don't Want to Miss a Thing""",Columbia/Sony Music Soundtrax,1998-06-23,1990,FALSE,TRUE
public announcement,1998,"""Body Bumpin' (Yippie-Yi-Yo)""",A&M,1998-01-01,1990,TRUE,FALSE
faith hill,1998,"""This Kiss""",Warner Records/Nashville,1998-04-10,1990,FALSE,TRUE
uncle sam,1998,"""I Don't Ever Want to See You Again""",Stonecreek/Epic,1997-04-29,1990,FALSE,FALSE
montell jordan,1998,"""Let's Ride""",RAL (Rush Associated Label),1995-01-01,1990,FALSE,TRUE
marcy playground,1998,"""Sex and Candy""",Mighty Slim,1997-02-25,1990,FALSE,FALSE
robyn,1998,"""Show Me Love""",Atlantic Records,1993-06-15,1990,FALSE,TRUE
boyz ii men,1998,"""A Song for Mama""",Rhino/Warner Records,1996-11-19,1990,TRUE,TRUE
mase,1998,"""What You Want""",Bad Boy Records,1996-08-27,1990,FALSE,FALSE
madonna,1998,"""Frozen""",Sire/Warner Records,1990,1990,FALSE,TRUE
wyclef jean,1998,"""Gone till November""",Legacy Recordings,1997-01-01,1990,FALSE,TRUE
lsg,1998,"""My Body""",EastWest,1997-10-31,1990,FALSE,FALSE
chumbawamba,1998,"""Tubthumping""",EMI,1997-09-01,1990,FALSE,TRUE
lord tariq,1998,"""Deja Vu (Uptown Baby)""",Columbia,1998-06-02,1990,FALSE,FALSE
nsync,1998,"""I Want You Back""",Northwestside Records,1997,1990,FALSE,TRUE
five,1998,"""When the Lights Go Out""",RCA Records Label,1998-06-09,1990,FALSE,FALSE
jon b.,1998,"""They Don't Know""",Yab Yum Records/550 Music,1997-09-16,1990,FALSE,TRUE
master p,1998,"""Make 'Em Say Uhh!""",Priority Records,1996,1990,FALSE,FALSE
nicole,1998,"""Make It Hot""",EastWest,1998-08-14,1990,FALSE,FALSE
all saints,1998,"""Never Ever""",Rounder,1992-08-25,1990,FALSE,FALSE
janet,1998,"""I Get Lonely""",Virgin Records,1997-10-07,1990,FALSE,FALSE
mase,1998,"""Feel So Good""",Bad Boy Records,1997,1990,FALSE,FALSE
voices of theory,1998,"""Say It""",H.O.L.A.,1998,1990,FALSE,FALSE
billie myers,1998,"""Kiss the Rain""",Universal Records,1997-01-01,1990,FALSE,FALSE
puff daddy,1998,"""Come with Me""",Bad Boy Records,1994-09-13,1990,FALSE,TRUE
sylk-e. fyne,1998,"""Romeo and Juliet""",Ruffhouse/Columbia,1998-08-25,1990,FALSE,FALSE
mýa,1998,"""It's All About Me""",Interscope,1998-01-01,1990,FALSE,TRUE
hanson,1998,"""I Will Come to You""",Rhino/Warner Records,1977-02-04,1990,TRUE,TRUE
barenaked ladies,1998,"""One Week""",Sire/Warner Records,1992-07-28,1990,FALSE,FALSE
k. p.,1998,"""Swing My Way""",UNI/MOTOWN,1994-01-01,1990,FALSE,FALSE
xscape,1998,"""The Arms of the One Who Loves You""",A&M,1989-09-19,1990,TRUE,TRUE
somethin' for the people,1998,"""My Love Is the Shhh!""",Warner Records,1997-09-12,1990,FALSE,TRUE
tatyana ali,1998,"""Daydreamin'""",MJJ/Epic,1998-10-23,1990,FALSE,FALSE
dru hill,1998,"""We're Not Making Love No More""",Island Records,1996-11-19,1990,TRUE,TRUE
third eye blind,1998,"""Semi-Charmed Life""",Rhino/Elektra,1997-04-08,1990,TRUE,TRUE
lisa loeb,1998,"""I Do""",Geffen,1995-01-01,1990,FALSE,TRUE
mase,1998,"""Lookin' at Me""",Bad Boy Records,1997,1990,FALSE,FALSE
leann rimes,1998,"""Looking Through Your Eyes""",Curb Records,1998-05-05,1990,FALSE,TRUE
divine,1998,"""Lately""",Big Eye Music,2009-01-01,1990,FALSE,TRUE
backstreet boys,1998,"""Quit Playing Games (With My Heart)""",Jive,1996,1990,FALSE,TRUE
next,1998,"""I Still Love You""",Arista/Legacy,1997-03-01,1990,TRUE,TRUE
inoj,1998,"""Time After Time""",So So Def,1998-01-01,1990,FALSE,FALSE
jimmy ray,1998,"""Are You Jimmy Ray?""",Music and Arts Programs of America,1954-02-08,1990,FALSE,FALSE
ace of base,1998,"""Cruel Summer""",London Records (Because Ltd),1984-01-01,1990,FALSE,TRUE
master p,1998,"""I Got the Hook Up""",Priority Records,2005-01-01,1990,FALSE,FALSE
puff daddy,1998,"""Victory""","Tommy Boy Music, LLC",1995,1990,FALSE,TRUE
spice girls,1998,"""Too Much""",Virgin Records,1997-01-01,1990,FALSE,TRUE
pras michel,1998,"""Ghetto Supastar (That Is What You Are)""",Interscope,1998-01-01,1990,FALSE,FALSE
dru hill,1998,"""How Deep Is Your Love""",Island Records,1996-11-19,1990,TRUE,TRUE
kelly price,1998,"""Friend of Mine""",Def Jam Recordings,1998-01-01,1990,FALSE,FALSE
busta rhymes,1998,"""Turn It Up (Remix)/Fire It Up""",Elektra Records,1998-05-26,1990,FALSE,TRUE
edwin mccain,1998,"""I'll Be""",Rhino Atlantic,1997,1990,FALSE,FALSE
madonna,1998,"""Ray of Light""",Warner Records/Maverick,1998-03-03,1990,FALSE,TRUE
sister hazel,1998,"""All for You""",Universal Records,1997-01-01,1990,FALSE,TRUE
monifah,1998,"""Touch It""",Def Jam Recordings,1996-01-01,1990,FALSE,FALSE
the lox,1998,"""Money, Power & Respect""",Bad Boy Records,1998-01-13,1990,FALSE,FALSE
the verve,1998,"""Bitter Sweet Symphony""",UMC (Universal Music Catalogue),1997-09-29,1990,FALSE,FALSE
busta rhymes,1998,"""Dangerous""",Rhino/Elektra,1997,1990,TRUE,TRUE
spice girls,1998,"""Spice Up Your Life""",Virgin Records,1996-01-01,1990,FALSE,TRUE
98 degrees,1998,"""Because of You""",Rhino/Elektra,1996,1990,TRUE,TRUE
loreena mckennitt,1998,"""The Mummers' Dance""",Verve Reissues,1978-01-01,1990,FALSE,FALSE
allure,1998,"""All Cried Out""",Epic/Legacy,1997-02-01,1990,TRUE,TRUE
big punisher,1998,"""Still Not a Player""",LOUD Records,1998-04-28,1990,FALSE,FALSE
aaliyah,1998,"""The One I Gave My Heart To""",Blackground Records,1996-08-13,1990,FALSE,TRUE
jewel,1998,"""Foolish Games"" / ""You Were Meant for Me""",UOSB,2013-07-14,1990,FALSE,TRUE
inoj,1998,"""Love You Down""",So So Def,1997-06-10,1990,FALSE,FALSE
2pac,1998,"""Do for Love""",Interscope,1997-01-01,1990,FALSE,TRUE
luke,1998,"""Raise the Roof""",Luke Records,1997,1990,FALSE,FALSE
nu flavor,1998,"""Heaven""",Rhino/Warner Records,1997,1990,TRUE,FALSE
jd,1998,"""The Party Continues""",The Source,2002-01-01,1990,FALSE,FALSE
missy elliott,1998,"""Sock It 2 Me""",Atlantic Records/ATG,1997,1990,FALSE,TRUE
next,1998,"""Butta Love""",Geffen*,1989-01-01,1990,FALSE,TRUE
aretha franklin,1998,"""A Rose Is Still a Rose""",Rhino Atlantic,1968-06-14,1990,FALSE,TRUE
boyz ii men,1998,"""4 Seasons of Loneliness""",Unidisc,1987-01-01,1990,FALSE,TRUE
ll cool j,1998,"""Father""",Mercury Records,1985-11-18,1990,FALSE,TRUE
gerald levert,1998,"""Thinkin' Bout It""",Feel Good Entertainment,1998-01-01,1990,FALSE,FALSE
deborah cox,1998,"""Nobody's Supposed to Be Here""",Arista,1998-09-17,1990,TRUE,TRUE
tq,1998,"""Westside""",Epic,1998-11-03,1990,FALSE,FALSE
cher,1999,"""Believe""",Warner Records,1998,1990,FALSE,TRUE
tlc,1999,"""No Scrubs""",Arista/LaFace Records,1999-02-23,1990,TRUE,TRUE
monica,1999,"""Angel of Mine""",Arista/Legacy,1998-04-01,1990,TRUE,TRUE
whitney houston,1999,"""Heartbreak Hotel""",Arista,1992-11-17,1990,TRUE,TRUE
britney spears,1999,"""...Baby One More Time""",Jive,1999-01-12,1990,FALSE,TRUE
sixpence none the richer,1999,"""Kiss Me""",Word Entertainment,1997-11-22,1990,FALSE,FALSE
christina aguilera,1999,"""Genie in a Bottle""",RCA Records Label,1999,1990,FALSE,TRUE
sugar ray,1999,"""Every Morning""",Rhino/Elektra,1997-04-08,1990,TRUE,TRUE
deborah cox,1999,"""Nobody's Supposed to Be Here""",Arista,1998-09-17,1990,TRUE,TRUE
ricky martin,1999,"""Livin' la Vida Loca""",C2Records/Columbia,1999,1990,FALSE,TRUE
702,1999,"""Where My Girls At?""","Tommy Boy Music, LLC",1997-06-17,1990,FALSE,TRUE
jennifer lopez,1999,"""If You Had My Love""",Work,1999-05-04,1990,FALSE,TRUE
goo goo dolls,1999,"""Slide""",Warner Records,1998,1990,FALSE,TRUE
brandy,1999,"""Have You Ever?""",Rhino Atlantic,1974,1990,FALSE,TRUE
backstreet boys,1999,"""I Want It That Way""",Jive,1999-05-18,1990,FALSE,TRUE
r. kelly,1999,"""I'm Your Angel""",Motown,1990-01-01,1990,FALSE,TRUE
smash mouth,1999,"""All Star""",Interscope,1999-06-08,1990,FALSE,TRUE
sarah mclachlan,1999,"""Angel""",Arista/Legacy,1993,1990,TRUE,TRUE
santana,1999,"""Smooth""",Columbia/Legacy,1970-09-23,1990,TRUE,TRUE
tlc,1999,"""Unpretty""",Arista/LaFace Records,1994-11-15,1990,TRUE,TRUE
destiny's child,1999,"""Bills, Bills, Bills""",Columbia,1999-06-15,1990,FALSE,TRUE
eagle-eye cherry,1999,"""Save Tonight""",Geffen,1998-01-01,1990,FALSE,FALSE
pearl jam,1999,"""Last Kiss""",Epic,1999,1990,FALSE,TRUE
maxwell,1999,"""Fortunate""",Columbia,1999-03-03,1990,FALSE,TRUE
backstreet boys,1999,"""All I Have to Give""",Jive,1996,1990,FALSE,TRUE
enrique iglesias,1999,"""Bailamos""",Interscope,1999-11-23,1990,FALSE,TRUE
busta rhymes,1999,"""What's It Gonna Be?!""",Rhino/Elektra,1998,1990,TRUE,TRUE
everlast,1999,"""What It's Like""","Tommy Boy Music, LLC",1998-09-08,1990,FALSE,FALSE
lenny kravitz,1999,"""Fly Away""",Virgin Records,1998-05-12,1990,FALSE,TRUE
sugar ray,1999,"""Someday""",Columbia,1989-10-17,1990,FALSE,TRUE
divine,1999,"""Lately""",Big Eye Music,2009-01-01,1990,FALSE,TRUE
shania twain,1999,"""That Don't Impress Me Much""",Mercury Nashville,1997,1990,FALSE,TRUE
will smith,1999,"""Wild Wild West""",Columbia,1999-11-16,1990,FALSE,TRUE
red hot chili peppers,1999,"""Scar Tissue""",Warner Records,1999-06-08,1990,FALSE,TRUE
mariah carey,1999,"""Heartbreaker""",Columbia,1999-11-02,1990,FALSE,TRUE
mariah carey,1999,"""I Still Believe""",Columbia,1990-06-12,1990,FALSE,TRUE
98 degrees,1999,"""The Hardest Thing""",Motown,1998-01-01,1990,FALSE,TRUE
lfo,1999,"""Summer Girls""",Arista,1999-08-10,1990,TRUE,TRUE
jay-z,1999,"""Can I Get A...""",Roc Nation / Jay-Z,1998-01-01,1990,FALSE,TRUE
third eye blind,1999,"""Jumper""",Rhino/Elektra,1997-04-08,1990,TRUE,TRUE
lauryn hill,1999,"""Doo Wop (That Thing)""",Columbia,1998-05-13,1990,FALSE,FALSE
lou bega,1999,"""Mambo No. 5""",Rhino/Warner Records,1971-09-24,1990,TRUE,FALSE
tyrese,1999,"""Sweet Lady""",Motown,1990-01-01,1990,FALSE,TRUE
whitney houston,1999,"""It's Not Right but It's Okay""",Arista,1998-11-17,1990,TRUE,TRUE
nsync,1999,"""(God Must Have Spent) A Little More Time on You""",Northwestside Records,1997,1990,FALSE,TRUE
shawn mullins,1999,"""Lullaby""",Columbia/Legacy,1992,1990,TRUE,FALSE
112,1999,"""Anywhere""",Bad Boy Records,1998,1990,FALSE,TRUE
k-ci,1999,"""Tell Me It's Real""",Rhino/Elektra,1996,1990,TRUE,TRUE
matchbox 20,1999,"""Back 2 Good""",Lava/Atlantic,1996-10-01,1990,FALSE,FALSE
blaque,1999,"""808""",Sony Music Entertainment,1999-05-28,1990,TRUE,TRUE
tal bachman,1999,"""She's So High""",Arista,1997-01-28,1990,TRUE,FALSE
ricky martin,1999,"""She's All I Ever Had""",C2Records/Columbia,1999,1990,FALSE,TRUE
will smith,1999,"""Miami""",Columbia,1997-10-03,1990,FALSE,TRUE
jewel,1999,"""Hands""",Craft Recordings,1998-11-17,1990,FALSE,TRUE
jt money,1999,"""Who Dat""",Priority Records,1999,1990,FALSE,FALSE
tim mcgraw,1999,"""Please Remember Me""",Curb Records,1999-05-04,1990,FALSE,TRUE
shania twain,1999,"""From This Moment On""",Mercury Nashville,1997,1990,FALSE,TRUE
faith evans,1999,"""Love Like This""",Rhino Atlantic,1995-09-21,1990,FALSE,TRUE
jesse powell,1999,"""You""",Mercury Nashville,1993-04-20,1990,FALSE,FALSE
total,1999,"""Trippin'""",Mercury Records,1982-11-09,1990,FALSE,TRUE
silk,1999,"""If You""",Rhino/Elektra,1999,1990,TRUE,TRUE
lauryn hill,1999,"""Ex-Factor""",Ruffhouse/Columbia,1998-08-25,1990,FALSE,FALSE
jordan knight,1999,"""Give It to You""",Interscope,1999-05-25,1990,FALSE,FALSE
goo goo dolls,1999,"""Black Balloon""",Warner Records,1998,1990,FALSE,TRUE
eric benét,1999,"""Spend My Life with You""",Warner Records,1999-02-25,1990,FALSE,FALSE
dru hill,1999,"""These Are the Times""",Def Jam Recordings,1998-01-01,1990,FALSE,TRUE
mark chesnutt,1999,"""I Don't Want to Miss a Thing""",Geffen*,1992-01-01,1990,FALSE,FALSE
98 degrees,1999,"""I Do (Cherish You)""",Rhino/Elektra,1996,1990,TRUE,TRUE
98 degrees,1999,"""Because of You""",Rhino/Elektra,1996,1990,TRUE,TRUE
sarah mclachlan,1999,"""I Will Remember You""",Arista/Legacy,1993,1990,TRUE,TRUE
chanté moore,1999,"""Chanté's Got a Man""",Silas,1994-01-01,1990,FALSE,FALSE
case,1999,"""Happily Ever After""",Def Jam Recordings,1999-01-01,1990,FALSE,TRUE
whitney houston,1999,"""My Love Is Your Love""",Arista,1992-11-17,1990,TRUE,TRUE
faith evans,1999,"""All Night Long""",Uptown,1994-01-01,1990,FALSE,TRUE
juvenile,1999,"""Back That Thang Up""",Cash Money,1998-11-03,1990,FALSE,TRUE
brandy,1999,"""Almost Doesn't Count""",Atlantic Records,1998-05-29,1990,FALSE,TRUE
shania twain,1999,"""Man! I Feel Like a Woman!""",Mercury Nashville,1997,1990,FALSE,TRUE
len,1999,"""Steal My Sunshine""",Work,1999-05-25,1990,FALSE,FALSE
marc anthony,1999,"""I Need to Know""",Columbia,1999-09-14,1990,FALSE,TRUE
ginuwine,1999,"""So Anxious""",550 Music,1999-03-15,1990,FALSE,TRUE
case,1999,"""Faded Pictures""",Def Jam Recordings,1999-01-01,1990,FALSE,TRUE
brian mcknight,1999,"""Back at One""",Columbia/Sony Music Soundtrax,1999-08-17,1990,FALSE,TRUE
r. kelly,1999,"""When a Woman's Fed Up""",Jive,1998-11-08,1990,FALSE,TRUE
kenny chesney,1999,"""How Forever Feels""",BNA Records Label,1999-02-26,1990,FALSE,TRUE
lonestar,1999,"""Amazed""",BNA/Legacy,1995,1990,TRUE,TRUE
britney spears,1999,"""Sometimes""",Jive,1999-01-12,1990,FALSE,TRUE
mo thugs,1999,"""Ghetto Cowboy""",Full Surfiz / Interscope,2007,1990,FALSE,FALSE
fastball,1999,"""Out of My Head""",Hollywood Records,1998-01-01,1990,FALSE,FALSE
jay-z,1999,"""Hard Knock Life (Ghetto Anthem)""",Roc Nation / Jay-Z,1998-11-29,1990,FALSE,TRUE
naughty by nature,1999,"""Jamboree""","Tommy Boy Music, LLC",1993-02-23,1990,FALSE,TRUE
blackstreet,1999,"""Take Me There""",RAL (Rush Associated Label),1996-01-01,1990,FALSE,TRUE
joey mcintyre,1999,"""Stay the Same""",C2Records,1999-03-16,1990,FALSE,FALSE
jo dee messina,1999,"""A Lesson in Leavin'""",Curb Records,1998-03-17,1990,FALSE,TRUE
goo goo dolls,1999,"""Iris""",Warner Records,1998,1990,FALSE,TRUE
puff daddy,1999,"""Satisfy You""",Rhino Atlantic,1996-01-30,1990,FALSE,TRUE
citizen king,1999,"""Better Days (And the Bottom Drops Out)""",Warner Records,1999-02-26,1990,FALSE,FALSE
nsync,1999,"""Music of My Heart""",Epic/Legacy,1999-08-02,1990,TRUE,TRUE
george strait,1999,"""Write This Down""",MCA Nashville,1999-01-01,1990,FALSE,TRUE
whitney houston,1999,"""When You Believe""",Arista,1992-11-17,1990,TRUE,TRUE
alabama,1999,"""(God Must Have Spent) A Little More Time on You""",RLG/Legacy,1980,1990,TRUE,TRUE
faith hill,2000,"""Breathe""",Renk Records,1994,2000,FALSE,TRUE
santana,2000,"""Smooth""",Columbia/Legacy,1970-09-23,2000,FALSE,TRUE
santana,2000,"""Maria Maria""",Columbia/Legacy,1999,2000,FALSE,TRUE
joe,2000,"""I Wanna Know""",Priority Records,1992-11-17,2000,FALSE,TRUE
vertical horizon,2000,"""Everything You Want""",RCA Records Label,1999-06-14,2000,FALSE,FALSE
destiny's child,2000,"""Say My Name""",Columbia,1999-07-27,2000,FALSE,TRUE
savage garden,2000,"""I Knew I Loved You""",Superior Viaduct,1970-01-01,2000,FALSE,TRUE
lonestar,2000,"""Amazed""",BNA/Legacy,1995,2000,FALSE,TRUE
matchbox twenty,2000,"""Bent""",Lava/Atlantic,1996-10-01,2000,FALSE,TRUE
toni braxton,2000,"""He Wasn't Man Enough""",Arista/LaFace Records,2000,2000,FALSE,TRUE
creed,2000,"""Higher""",The Bicycle Music Company,1999-01-01,2000,FALSE,TRUE
aaliyah,2000,"""Try Again""",Blackground Records,2001-07-07,2000,FALSE,TRUE
destiny's child,2000,"""Jumpin', Jumpin'""",Columbia,1999-07-27,2000,FALSE,TRUE
sisqó,2000,"""Thong Song""",Def Jam Recordings,1999-01-01,2000,TRUE,FALSE
3 doors down,2000,"""Kryptonite""",Universal Records,2000,2000,FALSE,TRUE
pink,2000,"""There You Go""",Rhino Atlantic,1997-03-04,2000,FALSE,TRUE
madonna,2000,"""Music""",Warner Records,1985-01-23,2000,FALSE,TRUE
janet jackson,2000,"""Doesn't Really Matter""",A&M,1989-09-19,2000,FALSE,TRUE
christina aguilera,2000,"""What a Girl Wants""",Mercury Records,1993-10-12,2000,FALSE,TRUE
